Found,quasiharmonic,mode,:,phonon
T(K),volume,F(eV),S(J/K),H(J/K),a(-6/K),Cp(J/mol),Cv,Cpion,Bt(GPa),T_ph-D(K),T-D(K),F_el_atom,S_el_atom,C_el_atom,M_el,Seebeck_coefficients(10**-6,V/K),Lorenz_number(WOK^{-2}),Q_el,Q_p,Q_e,C_mu,W_p,W_e,Y_p,Y_e
115,14.858610367153117,-4.548089514042144,7.71668652934296,-437936.50832297123,7.537099247464798e-06,13.563299194111075,13.505975596645621,13.490813757907755,108.95709683786164,433.17985818145576,395.9935009502587,-4.242861773367732e-05,0.0714524082105337,0.07248543620331815,0.00030150573673897547,5.6690303073844515,2.4840039517589434e-08,0.0026062139626564455,0.0013170549225303408,0.0012891499526100853,0.07257941061771506,0.001336776305606804,0.0012694376570496417,0.0018047746549139556,0.001804774654854886,12.12340403498165,1.6410478595124456
120,14.860329440734763,-4.548503870832134,8.306836286256939,-437867.0862719932,7.885035081630309e-06,14.158613027179955,14.09317051552053,14.082838446129289,108.90544750037931,434.0920316868681,395.9119765923087,-4.622007262444376e-05,0.0746174200962642,0.0757745810506681,0.0003305962279727451,5.969816005415052,2.487033939732598e-08,0.00272115590443947,0.0013758990317815746,0.0013452477842399307,0.07588336890468803,0.001397524880078272,0.0013236310243611982,0.0018841978566848626,0.0018841978566267476,11.562384485704616,1.644699225094855
125,14.862124270841848,-4.548948247512949,8.89653407450496,-437794.7156986657,8.215046425746424e-06,14.720499885853252,14.646532750352266,14.641423440315542,108.85150620307222,434.9183997223987,395.8268596004174,-5.017659713692316e-05,0.07778906348465241,0.07907644553770962,0.0003611912333665248,6.273036976844958,2.4900459550293475e-08,0.0028362948096471168,0.00143491462328415,0.001401371097006684,0.07920162855130364,0.0014585438645544774,0.0013777509450926394,0.0019637391486064036,0.001963739148549071,11.048633730631062,1.6482147119391877
130,14.863990953805919,-4.5494226020850155,9.484530538100795,-437719.5617464543,8.527738760012674e-06,15.250361889039613,15.167500834100835,15.167971122629536,108.7953882701274,435.66665452047494,395.738335099915,-5.42985898535794e-05,0.08096738324708021,0.08239076641007562,0.0003933012458245116,6.578410059405654,2.4930314661414107e-08,0.0029516331244106805,0.0014941033753141774,0.001457520658768252,0.08253401291119167,0.001519835684537989,0.0014317974398726924,0.002043400526867567,0.002043400526811481,10.576649242397268,1.6515946986143972
135,14.86592573134543,-4.5499268380499,10.069773276200277,-437641.78269865905,8.823811922369582e-06,15.749728448159681,15.657639017308309,15.664011211875605,108.73720471898847,436.34386084395277,395.6465813213864,-5.8586450223658395e-05,0.08415240674850268,0.08571723628407621,0.0004269353603840198,6.885660430489008,2.4959823653069294e-08,0.0030671727716411698,0.001553466636969889,0.0015136970433400193,0.08588029996085247,0.0015814023458494285,0.0014857704257917404,0.0021231836730693943,0.0021231836730158864,10.141724851025675,1.654841141410208
140,14.8679250073943,-4.550460812835975,10.651381678165771,-437561.529390581,9.104024603479838e-06,16.2201953358069,16.118575955338965,16.13113982830535,108.67706173755545,436.9564615944607,395.5517688026035,-6.304057767161602e-05,0.08734414491969207,0.08905550750154906,0.0004621013208901766,7.194519816675117,2.4988909722833036e-08,0.0031829151960585684,0.001613005453414414,0.0015699006502813307,0.08924022576334843,0.0016432454626644866,0.001539669733394082,0.0022030899785386794,0.0022030899784857808,9.739814611649608,1.6579571420074752
145,14.869985357990412,-4.55102434514382,11.228624309980251,-437478.94490245986,9.369166993571728e-06,16.66337896482112,16.551958757360413,16.570973767870594,108.61506046305705,437.510304574518,395.45405991957875,-6.766137080169877e-05,0.09054259331046106,0.09240519695052371,0.0004988055582139495,7.50472538688013,2.5017500675272813e-08,0.0032988614030522896,0.001672720586948139,0.001626131722683563,0.09261348890675737,0.0017053662808585073,0.0015934951221937823,0.0022831205660538124,0.00228312056600214,9.367423308125467,1.6609466176031564
150,14.872103535847346,-4.551617221332027,11.800898794308656,-437394.16446418583,9.620040040081093e-06,17.080882750265694,16.959419234871337,16.985116858662327,108.55129676233108,438.0106805916218,395.3536086697578,-7.24492266579795e-05,0.09374773315072647,0.09576589160336459,0.0005370532230805295,7.816019219962999,2.5045529403150778e-08,0.003415011992695213,0.0017326125349438355,0.001682390363249052,0.09599975567770741,0.0017677656978880927,0.0016472462948071208,0.0023632763094614136,0.002363276309410784,9.021517764962795,1.663814047937819
155,14.874276470935921,-4.552239200955546,12.367714046166201,-437307.31551672355,9.857439949904724e-06,17.474272960210726,17.342549727418096,17.37513580569342,108.48586123291307,438.46236674854947,395.25056064444084,-7.740454000769403e-05,0.09695953243313456,0.0991371545173068,0.0005768482162848574,8.128148226196902,2.507293441055362e-08,0.003531367190054854,0.0017926815455099054,0.0017386765489389982,0.09939866572226101,0.001830444280253237,0.0017009229098016163,0.002443557851585355,0.00244355785153848,8.699454585421025,1.6665642766548767
160,14.87650126810224,-4.552890021559088,12.928674682188865,-437218.51788681245,1.0082146893172897e-05,17.845061940299125,17.702886365390274,17.742543409242444,108.41883933123944,438.869671117942,395.1450531417431,-8.25277027785792e-05,0.10017794702083346,0.10251853105668154,0.0006181932182275204,8.44086440526999,2.509966030264886e-08,0.0036479268727376392,0.001852927631599032,0.0017949901444091042,0.10280983795933346,0.0018934022793806473,0.0017545245933569913,0.0025239656207969204,0.002523965620752028,8.398920812388312,1.6692023624162489
165,14.878775202570175,-4.553569402817642,13.483467402162598,-437127.88404097344,1.0294916986689577e-05,18.194697006503784,18.041898045803947,18.088787451380682,108.35031143746781,439.23647651300183,395.0372153798823,-8.781910346390101e-05,0.10340292177724579,0.10590955512309898,0.0006610897191751667,8.753925334802528,2.512565819300451e-08,0.0037646905964189106,0.001913350584129149,0.0018513309144186077,0.10623287653729091,0.0019566396465835415,0.0018080509498353684,0.0026044998465557384,0.002604499846437056,8.117884981042648,1.67173346286074
170,14.881095713948776,-4.55427705010679,14.031849137865482,-437035.5193926104,1.04964768033336e-05,18.524553646349137,18.360979746848717,18.41524389113604,108.2803530688241,439.5662820434428,394.92716878136787,-9.327912665251463e-05,0.10663439170940692,0.10930975521309713,0.0007055380527371025,9.067094798764108,2.5150886000260626e-08,0.003881657618907797,0.0019739499844200867,0.0019076985354585113,0.10966737665615967,0.00202015604756748,0.0018615015713403182,0.0026851605739340585,0.002685160573816776,7.85455652469354,1.674162743445977
175,14.883460399261129,-4.555012657575771,14.573636770796806,-436941.5226421127,1.0687519869117985e-05,18.83593195609334,18.661449096026512,18.723213295933608,108.20903509271542,439.8622417674399,394.81502730359654,-9.890815257332977e-05,0.10987228311527501,0.11271866015973092,0.0007515374291883264,9.380143481956523,2.5175308621579347e-08,0.003998826923195767,0.0020347252165342,0.001964092606459511,0.11311293011353696,0.002083950876835364,0.001914876046360402,0.0027659476778549024,0.0027659476777386355,7.607351876079433,1.676495311197644
180,14.88586700536296,-4.5557759107879345,15.108698232556906,-436845.9861348091,1.0868704648176131e-05,19.13005547170562,18.944545341978497,19.01391966725844,108.13642391593483,440.1272001461674,394.70089779838804,-0.00010470655674970184,0.11311651472199978,0.11613580444718381,0.000799085974358209,9.692849672293399,2.519889798170344e-08,0.0041161972397279626,0.002095675479315087,0.002020512659024624,0.11656913046367981,0.0021480232721755943,0.0019681739675523674,0.0028468608763963085,0.002846860876283962,7.374866071652977,1.6787361630772326
185,14.888313421055976,-4.556566488985118,15.636944817012765,-436748.99622544413,1.1040653694575345e-05,19.4080717414002,19.211430069592105,19.288511008378315,108.06258175384887,440.36372425054014,394.58488038599717,-0.00011067470964607242,0.11636699880436203,0.1195607330218844,0.0008481807699350229,10.004999927674401,2.5221632964294462e-08,0.00423376706811463,0.002156799798545019,0.002076958166983187,0.12003557771269124,0.002212372129368666,0.0020213949387459644,0.0029278997438274817,0.0029278997437156735,7.155848770018665,1.6808901547192012
190,14.890797669102808,-4.557384067025695,16.158324549833754,-436650.6336409021,1.1203953572587523e-05,19.67105413122997,19.46318914908645,19.548061125679403,107.98756686225472,440.5741326549202,394.4670688337932,-0.00011681297646190973,0.11962364227181439,0.12299300555056498,0.0008988178968467595,10.31638967656341,2.524349923727315e-08,0.004351534698365848,0.002218097039138213,0.002133428555432315,0.12351188249882358,0.002276996117141792,0.002074538581224056,0.0030090637231663005,0.00300906372305595,6.94918406934927,1.68296196827748
195,14.893317898299962,-4.558228317039591,16.672816477538436,-436550.97383523366,1.135915545482669e-05,19.920004481846473,19.700835529444046,19.79357228174611,107.91143375463949,440.7605222126286,394.34755093218706,-0.0001231217168530634,0.12288634771429435,0.1264322001003621,0.0009509924808754154,10.626823732077343,2.5264488986740587e-08,0.004469498231691936,0.0022795659174130174,0.0021899232092651433,0.1269976697309403,0.002341893692358194,0.0021276045393337417,0.003090352138353135,0.0030903521382451217,6.753873271158339,1.6849560988592642
200,14.895872375740433,-4.559098909838022,17.180425754095147,-436450.08733283257,1.150677613764169e-05,20.155856320400265,19.925312580663547,20.025978404164306,107.83423344567674,440.9247903033157,394.22640886156506,-0.00012960128486264047,0.12615501439846727,0.12987791623595865,0.0010046987403211564,10.936116707846466,2.5284600575311765e-08,0.004587655600868987,0.0023412050134036778,0.002246441481224586,0.13049258167757696,0.002407063115388578,0.002180592485480409,0.0031717642060231288,0.003171764205917816,6.569020201183912,1.6868768451784877
205,14.89845947932763,-4.5599955161108845,17.681179417798095,-436348.0400570209,1.1647299327787095e-05,20.3794784061565,20.137497762819937,20.246148628612065,107.75601366086596,441.06865644323693,394.10371954730397,-0.00013625202872409315,0.1294295392073969,0.13332977754443637,0.0010599300351832892,11.24409333068972,2.5303838140814106e-08,0.004706004590129471,0.0024030127831648307,0.002302982699489457,0.13399628051436782,0.002472502465582677,0.002233502124546794,0.0032532990468776865,0.003253299046774304,6.393818679901051,1.688728300955265
210,14.901077690607043,-4.560917807440381,18.175122764684474,-436244.89364232373,1.1781177163798322e-05,20.591678448432912,20.338206457112907,20.454891014821868,107.67681906594979,441.19368064297805,393.97955499971835,-0.00014307429088280312,0.13270981751850328,0.13678743361104234,0.0011166789174262312,11.550588650213026,2.5322211150627592e-08,0.004824542854528902,0.0024649875710055016,0.0023595461748071437,0.13750845034991582,0.0025382096567487613,0.002286333197780141,0.00333495569664065,0.0033349556965402054,6.227541705593335,1.690514356791417
215,14.903725587944592,-4.561865457155661,18.66231623682319,-436140.70572950266,1.1908831818473254e-05,20.793206873484916,20.52819583825671,20.652956312007223,107.59669147173423,441.30127993722175,393.8539826375658,-0.00015006840790245392,0.13599574401605827,0.14025056147769502,0.0011749371818243796,11.855448149176304,2.5339733925708843e-08,0.004943267938724489,0.002527127621585352,0.0024161312071760217,0.1410287987586923,0.002604182452540047,0.002339085486184443,0.003416733116587074,0.0034167331164894526,6.069532171439798,1.6922386999024552
220,14.90640184006917,-4.562838141050144,19.142832754585005,-436035.53024301794,1.2030657174263995e-05,20.984760555542376,20.70816870152404,20.84104168891976,107.51566999615515,441.39274309403,393.7270655942827,-0.00015723471056249084,0.13928721343589953,0.14371886662261654,0.0012346959170150041,12.158527761105137,2.5356425146917863e-08,0.005062177295098695,0.0025894310917965522,0.0024727370920871335,0.14455705785609888,0.0026704184816467424,0.0023917588134519537,0.003498630203616148,0.0034986302035206283,5.919194821465339,1.693904818255339
225,14.909105199990043,-4.563835537980069,19.616755431515557,-435929.4176509748,1.2147020509029842e-05,21.166986450526377,20.87877718371361,21.019794367023323,107.43379127642142,441.46924370201384,393.59886300644126,-0.000164573523825192,0.14258412124137196,0.14719208350305546,0.0012959455563107392,12.459693803288479,2.5372307354562637e-08,0.005181268301165103,0.0026518960623655966,0.0025293631263282536,0.14809298495444803,0.0027369152526982164,0.0024443530484668866,0.0035806457998565633,0.00358064579976445,5.7759892667632124,1.695516007227588
230,14.911834499284808,-4.564857330360637,20.08417561873336,-435822.41520795395,1.2258264156114637e-05,21.34048509050565,21.04062633699111,21.189815114800222,107.35108961446315,441.5318518162275,393.4694302846341,-0.00017208516699496824,0.14588636423055998,0.1506699757054259,0.001358675927879416,12.758822834329745,2.538740645050161e-08,0.005300538276196776,0.002714520549112044,0.0025860086133535133,0.15163636284110368,0.002803670168786038,0.0024968681074107393,0.003662778701791006,0.0036627787017027113,5.639423920994704,1.6970753759532489
235,14.914588642751657,-4.565903204573696,20.54519123305117,-435714.5671812984,1.2364707115057043e-05,21.505813912305648,21.194277529383154,21.351661576558204,107.26759714585765,441.58154569058,393.33881936708275,-0.00017976995380031467,0.14919384107581252,0.15415233574744275,0.001422876304023428,13.055801445807795,2.540175121049268e-08,0.0054199844970253585,0.0027773025138023294,0.0026426728682286847,0.15518699972042774,0.0028706805415281353,0.002549303955497222,0.0037450276688788457,0.0037450276687941287,5.509050710772129,1.698585854322913
240,14.917366603411006,-4.566972851299272,20.999905329310817,-435605.91506159905,1.2466646600761907e-05,21.663490404656585,21.340251656761183,21.50585142008024,107.18334401024265,441.6192152284226,393.2070789566769,-0.00018762819252733903,0.15250645279733857,0.15763898457634665,0.0014885354492245382,13.350525997657211,2.541537281301294e-08,0.005539604212967596,0.0028402398745517917,0.002699355222155697,0.15874472886088983,0.0029379436046049713,0.002601660608362625,0.003827391431673505,0.003827391431590449,5.3844604483154015,1.7000502005200149
245,14.920167417846462,-4.5680659657813765,21.448424882903822,-435496.49775817327,1.2564359552228033e-05,21.813995067679432,21.4790321593156,21.652865296873646,107.09835842414569,441.6456786544983,393.07425474192223,-0.00019566018618408018,0.15582410317332043,0.16112977080578844,0.0015556416667594289,13.64290230655959,2.5428304389399696e-08,0.005659394659847621,0.0029033305157309024,0.002756055026588665,0.16230940798738577,0.0030054565267104167,0.0026539381331372037,0.003909868699424368,0.003909868699344283,5.265278754812415,1.7014710115428515
250,14.922990181870212,-4.5691822480373725,21.890859753166474,-435386.35178040253,1.2658104026847708e-05,21.957774180413672,21.611067841441855,21.793149610681734,107.01266690753121,441.6616866263974,392.9403896025021,-0.00020386623269071528,0.15914669908951223,0.16462456973193473,0.0016241828435943917,13.932845296183991,2.5440580598969285e-08,0.005779353073093713,0.0029665722973495332,0.0028127716569464212,0.16588091845703443,0.003073216423871866,0.002706136649221847,0.003992458167174521,0.003992458167095781,5.151162493797134,1.7028507311974679
255,14.925834046483597,-4.57032140301882,22.327321802378965,-435275.5114058086,1.2748120497802189e-05,22.095242378631344,21.736775498175614,21.927119096464992,106.92629428998097,441.6679251956151,392.805523800841,-0.00021224662505844058,0.1624741508314038,0.16812328216635322,0.00169414649354479,14.220278617448729,2.545223723168082e-08,0.005899476699889151,0.003029963063881002,0.002869504515939299,0.16945916425394653,0.003141220371099887,0.002758256328789263,0.004075158522333251,0.004075158522255033,5.0417966637216685,1.7041916524917917
260,14.928698214127476,-4.571483140730624,22.7579241486649,-435164.0088357221,1.2834633185782893e-05,22.226785057226074,21.85654235426099,22.055159224104994,106.83926391192979,441.6650255121401,392.6696951599257,-0.0002208016516068094,0.16580637232267081,0.1716258331210838,0.001765519798444973,14.505134246301246,2.5463310840049393e-08,0.006019762810379379,0.003093500652520735,0.002926253036517655,0.17304407083655268,0.003209465413345339,0.0028102973970340404,0.004157968450750554,0.004157968450672355,4.9368915344200675,1.7054959385425221
265,14.93158193521085,-4.57266717631448,23.182780534105987,-435051.8743393872,1.291785111946682e-05,22.352760586799754,21.970728323878927,22.177628416421953,106.75159770514527,441.65356802406234,392.5329392279289,-0.00022953159615931193,0.16914328131364767,0.17513217037779918,0.0018382896473174064,14.787352065714055,2.5473838401184266e-08,0.0061402087079412545,0.0031571829008649093,0.0029830166844624652,0.1766355838677899,0.0032779485757481693,0.0028622601321930835,0.004240886642294014,0.004240886642217223,4.836180283180512,1.7067656157761615
270,14.934484504858293,-4.573873230101936,23.60200479185064,-434939.1363873628,1.2997969291261706e-05,22.473502373596457,22.07966810025018,22.294860110626615,106.66331624311572,441.63408717378456,392.395289432458,-0.00023843673829110714,0.17248479952312515,0.17864226296984126,0.0019124426734294568,15.066879437947927,2.5483857009262576e-08,0.006260811738507541,0.0032210076540001025,0.0030397949606201864,0.18023366785557152,0.003346666873161224,0.002914144865346317,0.00432391179593365,0.004323911795856469,4.739416757542694,1.7080025897210616
275,14.93740525993595,-4.575101027641236,24.015710398547323,-434825.8217749175,1.307516970344546e-05,22.5893207616556,22.183673085081633,22.407164662051713,106.57443888246775,441.6070756066498,392.25677722159196,-0.0002475173535494222,0.1758308527381352,0.1821560996038874,0.0019879652892954795,15.343670772214086,2.5493403598151944e-08,0.0063815692989976375,0.0032849727710156157,0.0030965874028211445,0.18383830472911447,0.0034156173189645793,0.0029659519800330596,0.004407042624360151,0.004407042624282967,4.646373506195242,1.7092086572195846
280,14.940343576255238,-4.5763502997021845,24.42401009993891,-434711.955736244,1.3149622202491648e-05,22.700504779403097,22.283033167992055,22.514831092359472,106.48498385353172,441.57298795057176,392.1174321964915,-0.00025677371365896224,0.17918137087451705,0.18567368704362688,0.002064843719492645,15.617687092394165,2.550251469355426e-08,0.006502478844841711,0.0033490761309364343,0.003153393587470731,0.187449492372554,0.0034847969331589872,0.003017681911682724,0.00449027785814322,0.004490277858066056,4.556840136060239,1.7103854992340304
285,14.943298865995502,-4.577620782262201,24.827015599467845,-434597.56205013435,1.3221485467619142e-05,22.80732376250192,22.378018366131787,22.61812871402554,106.39496826919577,441.53224421213343,391.9772822336257,-0.0002662060868087946,0.1825362880025651,0.1891950484763756,0.0021430640314115904,15.888895608612941,2.5511226193657297e-08,0.006623537896650679,0.003413315638092211,0.003210213130850388,0.19106724313597853,0.0035542027497617486,0.0030693351468889306,0.004573616249450268,0.004573616249374589,4.470621685281278,1.7115347012545377
290,14.946270575316044,-4.578912216476483,25.22483730098919,-434482.66313777195,1.3290907746967612e-05,22.91002883837616,22.468880333955635,22.717308616495757,106.3044082519417,441.48523283174524,391.83635359801764,-0.0002758147378247348,0.18589554234117608,0.19272022188040194,0.0022226121638823483,16.15726929596805,2.5519573177076584e-08,0.006744744046059128,0.003477689226940644,0.0032670456901371624,0.1946915823410452,0.003623831823519394,0.0031209122225397336,0.004657056575351772,0.004657056575275538,4.387537296221531,1.7126577506189973
295,14.94925818212783,-4.580224348634954,25.617584097901442,-434367.2801532733,1.335802765107393e-05,23.00885429985181,22.55585375274367,22.81260504144374,106.21331899150908,441.4323134364324,391.6946710489177,-0.00028559992844788887,0.18925907622364996,0.19624925840806823,0.0023034739538328303,16.42278648312677,2.552758973667347e-08,0.006866094960767319,0.003542194866351281,0.003323890964161901,0.19832254679581426,0.003693681235952763,0.003172413724814556,0.004740597640712773,0.004740597640636409,4.307418947474045,1.7137560477698282
300,14.952261194045962,-4.581556930107962,26.005363202190537,-434251.4330674972,1.342297485052554e-05,23.104018867363642,22.63915760905507,22.904236646565153,106.12171479248425,441.37381932136253,391.5522579369045,-0.00029556191753245573,0.19262683603888955,0.19978222079849015,0.0023856351608897456,16.68543045298631,2.5535308837718747e-08,0.006987588388838948,0.0036068305633888405,0.00338074869392369,0.20196018333217428,0.0037637481007681862,0.00322384028807076,0.004824238280721844,0.004824238280646465,4.230110344653967,1.7148309118486726
305,14.955279146468598,-4.582909717282878,26.388280007591703,-434135.14074569836,1.3485870651677173e-05,23.195726845743305,22.718996370752325,22.992407663913138,106.02960914023483,441.3100596912978,391.40913629498874,-0.0003057009612802935,0.19599877215047792,0.20331918183016884,0.0024690814900906323,16.945189057185583,2.5542762198792676e-08,0.007109222162272422,0.0036715943666010787,0.0034376186628732796,0.20560454737610953,0.003834029568650039,0.003275192593622382,0.004907977363050583,0.004907977362975379,4.1554659680771575,1.7158835774463508
310,14.958311600803107,-4.584282471493041,26.766437982043147,-434018.4210194671,1.3546828703320486e-05,23.28416920076776,22.795561068744803,23.077308977944337,105.93701477149388,441.24132168624226,391.26532692273554,-0.0003160173134526833,0.1993748387969391,0.20686022282342093,0.0025537986127680363,17.20205434580521,2.5549980193796163e-08,0.007230994199902391,0.0037364843688434506,0.003494500696989938,0.20925570156052595,0.0039045228314709777,0.0033264713684314122,0.00499181378967716,0.004991813789600961,4.083350094560371,1.7169152141259185
315,14.961358142830527,-4.585674958940516,27.139938585207673,-433901.2907534027,1.3605955457091264e-05,23.36952453616868,22.86903029204293,23.159119103968695,105.84394364162696,441.16787221400244,391.1208494638269,-0.0003265112256079377,0.20275499397591568,0.21040543219998487,0.0026397721856532327,17.4560222132582,2.5556991773397646e-08,0.007352902509674886,0.0038014987096682204,0.003551394664667497,0.21291371438800918,0.003975225125950797,0.0033776773837240885,0.005075746498399705,0.00507574649832483,4.013636055277851,1.7179269182772587
320,14.964418381159794,-4.587086950613989,27.508881207297957,-433783.7659069734,1.366335071013458e-05,23.451960001707945,22.939571103162017,23.238005097602326,105.75040708607564,441.08995961166704,390.9757224793679,-0.0003371829472492241,0.20613919931426314,0.21395490410561685,0.002726987868251919,17.707092061134997,2.556382440432983e-08,0.007474945190318736,0.003866635577296946,0.0036083004764132713,0.21657865894940165,0.004046133736785292,0.003428811453533443,0.005159774464052106,0.005159774463977334,3.946205469004528,1.7189197237312348
325,14.967491945821138,-4.588518222202698,27.87336312621056,-433665.8615918808,1.3719108073441916e-05,23.53163212598899,23.007339880439705,23.314123388888078,105.656415783037,441.00781515116597,390.8299635145922,-0.00034803272607472754,0.20952741992711077,0.2175087371009087,0.0028154313386965935,17.955266478362283,2.557050402491695e-08,0.007597120432482921,0.0039318932102069375,0.0036652180843989653,0.22025061170356025,0.004117245999290128,0.0034798744331927902,0.005243896699445639,0.005243896699372106,3.880947586669187,1.7198946043448522
330,14.970578486929721,-4.589968554007444,28.23347948008111,-433547.5921253377,1.3773315391762347e-05,23.60868758289574,23.072483093274098,23.38762054997253,105.56197986108623,440.9216544078027,390.68358916223747,-0.00035906080815164995,0.21291962426726316,0.22106703292320815,0.0029050883080009677,18.20055093897467,2.5577055015326233e-08,0.0077194265193523725,0.003997269898355668,0.0037221474818520633,0.22392965132137987,0.004188559301577481,0.003530867217774892,0.005328112256058961,0.0053281122559845585,3.81775869332977,1.720852477123276
335,14.973677673469803,-4.591437730849383,28.589323253064084,-433428.9710795255,1.3826055179228135e-05,23.683263900111264,23.135138015874382,23.458634004788465,105.46710878828222,440.8316785028119,390.536615120204,-0.0003702674380712729,0.21631578396763074,0.22462989532279778,0.002995944532961718,18.44295351745174,2.5583500181067333e-08,0.007841861826810504,0.004062763984070822,0.003779088702328304,0.2276158575974706,0.004260071086310382,0.0035817907405001222,0.0054124202244936505,0.005412420224419401,3.756541553039589,1.7217942076679358
340,14.976789192143594,-4.592925541977303,28.94098527217746,-433310.0113275708,1.387740496399051e-05,23.755490109237584,23.19543338461331,23.527292680263397,105.37181161591202,440.7380752351508,390.38905624614614,-0.00038165285915632135,0.2197158736778499,0.22819742897418782,0.0030879858276426264,18.68248462154006,2.5589860748347886e-08,0.007964424823164605,0.004128373862631428,0.003836041818855947,0.2313093104306282,0.004331778852054655,0.0036326459711099506,0.005496819734719304,0.00549681973464559,3.697204912725313,1.722720613592368
345,14.979912746313477,-4.594431780973969,29.288554213552743,-433190.7250862808,1.3927437615943914e-05,23.825487343650916,23.253490003695838,23.593717605187116,105.27609682782088,440.64101996539654,390.2409266076358,-0.00039321731361679357,0.22311987089715973,0.23176973846380272,0.0031811980736424147,18.919156742252493,2.5596156369980993e-08,0.008087114068489155,0.004194097982564521,0.0038930069429824335,0.2350100888746813,0.004403680154267054,0.003683433914222098,0.005581309956122069,0.005581309956048016,3.6396630734634297,1.723632462761648
350,14.983048054997749,-4.595956245662022,29.63211661648739,-433071.123955918,1.3976221681781169e-05,23.89336939388073,23.309421303434473,23.65802246652716,105.1799725068777,440.54067714684464,390.092239529788,-0.00040496104265571914,0.22652775580452075,0.23534692735356744,0.003275567229170782,19.15298422069393,2.560240514061094e-08,0.00820992821360623,0.004259934845677837,0.003949984223722097,0.23871827025954992,0.004475772605940537,0.0037341556076656945,0.005665890097371216,0.005665890097290378,3.5838354571873228,1.7245304806505115
355,14.986194851961264,-4.597498738009843,29.971756904122838,-432951.21895719704,1.4023821725620443e-05,23.95924322136113,23.363333855099988,23.720314124040797,105.08344623256103,440.43720029017817,389.9430076383852,-0.00041688428668359685,0.22993951108793229,0.23892909732033413,0.00337107933710592,19.383983031192482,2.560862362008782e-08,0.008332865998762715,0.004325883006856406,0.004006973846436754,0.2424339293827929,0.004548053877947471,0.003784812120815244,0.005750559406123674,0.005750559406040059,3.5296462149115415,1.7254153567133352
360,14.989352884848756,-4.599059064037718,30.30755740949334,-432831.020565758,1.4070298493790561e-05,24.023209421362264,23.415327845935558,23.780693073992516,104.98652523690762,440.3307333471535,389.79324290097856,-0.0004289872853979836,0.23335512177354978,0.242516347369748,0.0034677205318697554,19.61217058026565,2.5614826863958157e-08,0.008455926252016186,0.004391941073653313,0.004063976031630879,0.2461571377706074,0.004620521699098138,0.0038354045529180474,0.005835317168601624,0.005835317168516664,3.4770239336433493,1.7262877358451332
365,14.992521914375942,-4.600637033724703,30.639598406031563,-432710.5387442981,1.4115709279622485e-05,24.085362666904604,23.465497517649368,23.83925389378167,104.88921631127405,440.2214112774829,389.64295666524856,-0.0004412702779584825,0.23677457505580898,0.24610877312293242,0.003565477045421251,19.83756552077981,2.5621028460052142e-08,0.00857910788736831,0.004458107705683106,0.004120991033691553,0.24988796300700497,0.004693173855943785,0.0038859340314245246,0.005920162709032825,0.005920162708918433,3.425901267726242,1.7271482327768761
370,14.995701713594332,-4.602232460916271,30.967958141750685,-432589.7829725037,1.4160108076676e-05,24.14579210442988,23.51393157141698,23.8960856382555,104.79152590873275,440.1093607046954,389.49215969386995,-0.0004537335030275438,0.24019786012960384,0.2497064661743826,0.003664335212784415,20.06018758063234,2.5627240570273755e-08,0.00870240990268091,0.004524381613814501,0.004178019139611845,0.25362646812989564,0.004766008192351143,0.003936401710329767,0.006005095388922571,0.00600509538879994,3.3762146891622904,1.7279974257692299
375,14.998892067171848,-4.60384516323317,31.29271287623873,-432468.7622750185,1.4203545816284193e-05,24.204581727014638,23.560713542131126,23.951272213495937,104.69346014212033,439.994700519238,389.3408621986275,-0.00046637719895374695,0.2436249680251677,0.2533095135187019,0.003764281475918033,20.280057405434935,2.5633473976760623e-08,0.008825831377396731,0.004590761559273603,0.004235060667608351,0.25737271109211346,0.004839022608872347,0.003986808768524385,0.006090114606342904,0.006090114606210858,3.3279042128800036,1.7288358609727206
380,15.002092770756843,-4.605474961981433,31.613936920038874,-432347.4852475082,1.424607060755317e-05,24.261810721519517,23.605922144455402,24.004892724475866,104.59502477565718,439.87754242974586,389.18907387057635,-0.0004792016038354718,0.24705589144628745,0.25691799704365087,0.0038653023881620482,20.497196414288215,2.563973813164482e-08,0.008949371470090664,0.004657246352514249,0.004292115965802076,0.26112674428511323,0.004912215061926652,0.004037156408164009,0.006175219794951697,0.006175219794945291,3.2809131358669146,1.7296640587358008
385,15.005303630355609,-4.6071216820638945,31.931702675711175,-432225.9600810392,1.4287727850826785e-05,24.317553780373736,23.649631592963033,24.057021787285787,104.49622528155973,439.7579914707966,389.03680390956254,-0.0004922069555936024,0.2504906246136575,0.2605319930879502,0.003967384615202076,20.711626668328677,2.5646041209705383e-08,0.009073029415919394,0.004723834852193321,0.004349185410692777,0.26488861412427583,0.004985583562849144,0.004087445853070251,0.006260410423338049,0.006260410423318149,3.235187848718188,1.7304825072389498
390,15.008524461765376,-4.60878515189319,32.24608068023933,-432104.19458484574,1.4328560480594666e-05,24.371881402515406,23.691911898485372,24.107729830457327,104.3970668530246,439.6361464687854,388.88406105111255,-0.0005053934921004847,0.2539291631103647,0.2641515720580814,0.0040705149403757294,20.923370750732,2.5652390163352963e-08,0.009196804523864854,0.004790525963647326,0.004406269405925815,0.26865836069008037,0.005059126176737858,0.004137678347126995,0.006345685993585601,0.0063456859935513196,3.1906775947692565,1.7312916727008312
